"Plot Title: 21909581"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909581, SEN S/N: 21909581)","Temp, °F (LGR S/N: 21909581, SEN S/N: 21909581)","Expired Sensor Cap (LGR S/N: 21909581)","Coupler Detached (LGR S/N: 21909581)","Coupler Attached (LGR S/N: 21909581)","Stopped (LGR S/N: 21909581)","End Of File (LGR S/N: 21909581)"
5537,04/10/25 03:22:36 AM,-888.88,-888.88,,,,,
5538,04/10/25 04:22:36 AM,-888.88,-888.88,,,,,
5539,04/10/25 05:22:36 AM,-888.88,-888.88,,,,,
5540,04/10/25 06:22:36 AM,-888.88,-888.88,,,,,
5541,04/10/25 07:22:36 AM,-888.88,-888.88,,,,,
5542,04/10/25 08:22:36 AM,-888.88,-888.88,,,,,
5543,04/10/25 09:22:36 AM,-888.88,-888.88,,,,,
5544,04/10/25 10:22:36 AM,-888.88,-888.88,,,,,
5545,04/10/25 11:22:36 AM,-888.88,-888.88,,,,,
5546,04/10/25 12:22:36 PM,-888.88,-888.88,,,,,
5547,04/10/25 01:22:36 PM,-888.88,-888.88,,,,,
5548,04/10/25 02:22:36 PM,-888.88,-888.88,,,,,
5549,04/10/25 03:22:36 PM,-888.88,-888.88,,,,,
5550,04/10/25 04:22:36 PM,-888.88,-888.88,,,,,
5551,04/10/25 05:22:36 PM,-888.88,-888.88,,,,,
5552,04/10/25 06:22:36 PM,-888.88,-888.88,,,,,
5553,04/10/25 07:22:36 PM,-888.88,-888.88,,,,,
5554,04/10/25 08:22:36 PM,-888.88,-888.88,,,,,
5555,04/10/25 09:22:36 PM,-888.88,-888.88,,,,,
5556,04/10/25 10:22:36 PM,-888.88,-888.88,,,,,
5557,04/10/25 11:22:36 PM,-888.88,-888.88,,,,,
5558,04/11/25 12:22:36 AM,-888.88,-888.88,,,,,
5559,04/11/25 01:22:36 AM,-888.88,-888.88,,,,,
5560,04/11/25 02:22:36 AM,-888.88,-888.88,,,,,
5561,04/11/25 03:22:36 AM,-888.88,-888.88,,,,,
5562,04/11/25 04:22:36 AM,-888.88,-888.88,,,,,
5563,04/11/25 05:22:36 AM,-888.88,-888.88,,,,,
5564,04/11/25 06:22:36 AM,-888.88,-888.88,,,,,
5565,04/11/25 07:22:36 AM,-888.88,-888.88,,,,,
5566,04/11/25 08:22:36 AM,-888.88,-888.88,,,,,
5567,04/11/25 09:22:36 AM,-888.88,-888.88,,,,,
5568,04/11/25 10:22:36 AM,-888.88,-888.88,,,,,
5569,04/11/25 11:22:36 AM,-888.88,-888.88,,,,,
5570,04/11/25 12:22:36 PM,-888.88,-888.88,,,,,
5571,04/11/25 01:22:36 PM,-888.88,-888.88,,,,,
5572,04/11/25 02:22:36 PM,-888.88,-888.88,,,,,
5573,04/11/25 03:22:36 PM,-888.88,-888.88,,,,,
5574,04/11/25 04:22:36 PM,-888.88,-888.88,,,,,
5575,04/11/25 05:22:36 PM,-888.88,-888.88,,,,,
5576,04/11/25 06:22:36 PM,-888.88,-888.88,,,,,
5577,04/11/25 07:22:36 PM,-888.88,-888.88,,,,,
5578,04/11/25 08:22:36 PM,-888.88,-888.88,,,,,
5579,04/11/25 09:22:36 PM,-888.88,-888.88,,,,,
5580,04/11/25 10:22:36 PM,-888.88,-888.88,,,,,
5581,04/11/25 11:22:36 PM,-888.88,-888.88,,,,,
5582,04/12/25 12:22:36 AM,-888.88,-888.88,,,,,
5583,04/12/25 01:22:36 AM,-888.88,-888.88,,,,,
5584,04/12/25 02:22:36 AM,-888.88,-888.88,,,,,
5585,04/12/25 03:22:36 AM,-888.88,-888.88,,,,,
5586,04/12/25 04:22:36 AM,-888.88,-888.88,,,,,
5587,04/12/25 05:22:36 AM,-888.88,-888.88,,,,,
5588,04/12/25 06:22:36 AM,-888.88,-888.88,,,,,
5589,04/12/25 07:22:36 AM,-888.88,-888.88,,,,,
5590,04/12/25 08:22:36 AM,-888.88,-888.88,,,,,
5591,04/12/25 09:22:36 AM,-888.88,-888.88,,,,,
5592,04/12/25 10:22:36 AM,-888.88,-888.88,,,,,
5593,04/12/25 11:22:36 AM,-888.88,-888.88,,,,,
5594,04/12/25 12:22:36 PM,-888.88,-888.88,,,,,
5595,04/12/25 01:22:36 PM,-888.88,-888.88,,,,,
5596,04/12/25 02:22:36 PM,-888.88,-888.88,,,,,
5597,04/12/25 03:22:36 PM,-888.88,-888.88,,,,,
5598,04/12/25 04:22:36 PM,-888.88,-888.88,,,,,
5599,04/12/25 05:22:36 PM,-888.88,-888.88,,,,,
5600,04/12/25 06:22:36 PM,-888.88,-888.88,,,,,
5601,04/12/25 07:22:36 PM,-888.88,-888.88,,,,,
5602,04/12/25 08:22:36 PM,-888.88,-888.88,,,,,
5603,04/12/25 09:22:36 PM,-888.88,-888.88,,,,,
5604,04/12/25 10:22:36 PM,-888.88,-888.88,,,,,
5605,04/12/25 11:22:36 PM,-888.88,-888.88,,,,,
5606,04/13/25 12:22:36 AM,-888.88,-888.88,,,,,
5607,04/13/25 01:22:36 AM,-888.88,-888.88,,,,,
5608,04/13/25 02:22:36 AM,-888.88,-888.88,,,,,
5609,04/13/25 03:22:36 AM,-888.88,-888.88,,,,,
5610,04/13/25 04:22:36 AM,-888.88,-888.88,,,,,
5611,04/13/25 05:22:36 AM,-888.88,-888.88,,,,,
5612,04/13/25 06:22:36 AM,-888.88,-888.88,,,,,
5613,04/13/25 07:22:36 AM,-888.88,-888.88,,,,,
5614,04/13/25 08:22:36 AM,-888.88,-888.88,,,,,
5615,04/13/25 09:22:36 AM,-888.88,-888.88,,,,,
5616,04/13/25 10:22:36 AM,-888.88,-888.88,,,,,
5617,04/13/25 11:22:36 AM,-888.88,-888.88,,,,,
5618,04/13/25 12:22:36 PM,-888.88,-888.88,,,,,
5619,04/13/25 01:22:36 PM,-888.88,-888.88,,,,,
5620,04/13/25 02:22:36 PM,-888.88,-888.88,,,,,
5621,04/13/25 03:22:36 PM,-888.88,-888.88,,,,,
5622,04/13/25 04:22:36 PM,-888.88,-888.88,,,,,
5623,04/13/25 05:22:36 PM,-888.88,-888.88,,,,,
5624,04/13/25 06:22:36 PM,-888.88,-888.88,,,,,
5625,04/13/25 07:22:36 PM,-888.88,-888.88,,,,,
5626,04/13/25 08:22:36 PM,-888.88,-888.88,,,,,
5627,04/13/25 09:22:36 PM,-888.88,-888.88,,,,,
5628,04/13/25 10:22:36 PM,-888.88,-888.88,,,,,
5629,04/13/25 11:22:36 PM,-888.88,-888.88,,,,,
5630,04/14/25 12:22:36 AM,-888.88,-888.88,,,,,
5631,04/14/25 01:22:36 AM,-888.88,-888.88,,,,,
5632,04/14/25 02:22:36 AM,-888.88,-888.88,,,,,
5633,04/14/25 03:22:36 AM,-888.88,-888.88,,,,,
5634,04/14/25 04:22:36 AM,-888.88,-888.88,,,,,
5635,04/14/25 05:22:36 AM,-888.88,-888.88,,,,,
5636,04/14/25 06:22:36 AM,-888.88,-888.88,,,,,
5637,04/14/25 07:22:36 AM,-888.88,-888.88,,,,,
5638,04/14/25 08:22:36 AM,-888.88,-888.88,,,,,
5639,04/14/25 09:22:36 AM,-888.88,-888.88,,,,,
5640,04/14/25 10:22:36 AM,-888.88,-888.88,,,,,
5641,04/14/25 11:22:36 AM,-888.88,-888.88,,,,,
5642,04/14/25 12:22:36 PM,-888.88,-888.88,,,,,
5643,04/14/25 01:22:36 PM,-888.88,-888.88,,,,,
5644,04/14/25 02:22:36 PM,-888.88,-888.88,,,,,
5645,04/14/25 03:22:36 PM,-888.88,-888.88,,,,,
5646,04/14/25 04:22:36 PM,-888.88,-888.88,,,,,
5647,04/14/25 05:22:36 PM,-888.88,-888.88,,,,,
5648,04/14/25 06:22:36 PM,-888.88,-888.88,,,,,
5649,04/14/25 07:22:36 PM,-888.88,-888.88,,,,,
5650,04/14/25 08:22:36 PM,-888.88,-888.88,,,,,
5651,04/14/25 09:22:36 PM,-888.88,-888.88,,,,,
5652,04/14/25 10:22:36 PM,-888.88,-888.88,,,,,
5653,04/14/25 11:22:36 PM,-888.88,-888.88,,,,,
5654,04/15/25 12:22:36 AM,-888.88,-888.88,,,,,
5655,04/15/25 01:22:36 AM,-888.88,-888.88,,,,,
5656,04/15/25 02:22:36 AM,-888.88,-888.88,,,,,
5657,04/15/25 03:22:36 AM,-888.88,-888.88,,,,,
5658,04/15/25 04:22:36 AM,-888.88,-888.88,,,,,
5659,04/15/25 05:22:36 AM,-888.88,-888.88,,,,,
5660,04/15/25 06:22:36 AM,-888.88,-888.88,,,,,
5661,04/15/25 07:22:36 AM,-888.88,-888.88,,,,,
5662,04/15/25 08:22:36 AM,-888.88,-888.88,,,,,
5663,04/15/25 09:22:36 AM,-888.88,-888.88,,,,,
5664,04/15/25 10:22:36 AM,-888.88,-888.88,,,,,
5665,04/15/25 11:22:36 AM,-888.88,-888.88,,,,,
5666,04/15/25 12:22:36 PM,-888.88,-888.88,,,,,
5667,04/15/25 01:22:36 PM,-888.88,-888.88,,,,,
5668,04/15/25 02:22:36 PM,-888.88,-888.88,,,,,
5669,04/15/25 03:22:36 PM,-888.88,-888.88,,,,,
5670,04/15/25 04:22:36 PM,-888.88,-888.88,,,,,
5671,04/15/25 05:22:36 PM,-888.88,-888.88,,,,,
5672,04/15/25 06:22:36 PM,-888.88,-888.88,,,,,
5673,04/15/25 07:22:36 PM,-888.88,-888.88,,,,,
5674,04/15/25 08:22:36 PM,-888.88,-888.88,,,,,
5675,04/15/25 09:22:36 PM,-888.88,-888.88,,,,,
5676,04/15/25 10:22:36 PM,-888.88,-888.88,,,,,
5677,04/15/25 11:22:36 PM,-888.88,-888.88,,,,,
5678,04/16/25 12:22:36 AM,-888.88,-888.88,,,,,
5679,04/16/25 01:22:36 AM,-888.88,-888.88,,,,,
5680,04/16/25 02:22:36 AM,-888.88,-888.88,,,,,
5681,04/16/25 03:22:36 AM,-888.88,-888.88,,,,,
5682,04/16/25 04:22:36 AM,-888.88,-888.88,,,,,
5683,04/16/25 05:22:36 AM,-888.88,-888.88,,,,,
5684,04/16/25 06:22:36 AM,-888.88,-888.88,,,,,
5685,04/16/25 07:22:36 AM,-888.88,-888.88,,,,,
5686,04/16/25 08:22:36 AM,-888.88,-888.88,,,,,
5687,04/16/25 09:22:36 AM,-888.88,-888.88,,,,,
5688,04/16/25 10:22:36 AM,-888.88,-888.88,,,,,
5689,04/16/25 11:22:36 AM,-888.88,-888.88,,,,,
5690,04/16/25 12:22:36 PM,-888.88,-888.88,,,,,
5691,04/16/25 01:22:36 PM,-888.88,-888.88,,,,,
5692,04/16/25 02:22:36 PM,-888.88,-888.88,,,,,
5693,04/16/25 03:22:36 PM,-888.88,-888.88,,,,,
5694,04/16/25 04:22:36 PM,-888.88,-888.88,,,,,
5695,04/16/25 05:22:36 PM,-888.88,-888.88,,,,,
5696,04/16/25 06:22:36 PM,-888.88,-888.88,,,,,
5697,04/16/25 07:22:36 PM,-888.88,-888.88,,,,,
5698,04/16/25 08:22:36 PM,-888.88,-888.88,,,,,
5699,04/16/25 09:22:36 PM,-888.88,-888.88,,,,,
5700,04/16/25 10:22:36 PM,-888.88,-888.88,,,,,
5701,04/16/25 11:22:36 PM,-888.88,-888.88,,,,,
5702,04/17/25 12:22:36 AM,-888.88,-888.88,,,,,
5703,04/17/25 01:22:36 AM,-888.88,-888.88,,,,,
5704,04/17/25 02:22:36 AM,-888.88,-888.88,,,,,
5705,04/17/25 03:22:36 AM,-888.88,-888.88,,,,,
5706,04/17/25 04:22:36 AM,-888.88,-888.88,,,,,
5707,04/17/25 05:22:36 AM,-888.88,-888.88,,,,,
5708,04/17/25 06:22:36 AM,-888.88,-888.88,,,,,
5709,04/17/25 07:22:36 AM,-888.88,-888.88,,,,,
5710,04/17/25 08:22:36 AM,-888.88,-888.88,,,,,
5711,04/17/25 09:22:36 AM,-888.88,-888.88,,,,,
5712,04/17/25 10:22:36 AM,-888.88,-888.88,,,,,
5713,04/17/25 11:22:36 AM,-888.88,-888.88,,,,,
5714,04/17/25 12:22:36 PM,-888.88,-888.88,,,,,
5715,04/17/25 01:22:36 PM,-888.88,-888.88,,,,,
5716,04/17/25 02:22:36 PM,-888.88,-888.88,,,,,
5717,04/17/25 03:22:36 PM,-888.88,-888.88,,,,,
5718,04/17/25 04:22:36 PM,-888.88,-888.88,,,,,
5719,04/17/25 05:22:36 PM,-888.88,-888.88,,,,,
5720,04/17/25 06:22:36 PM,-888.88,-888.88,,,,,
5721,04/17/25 07:22:36 PM,-888.88,-888.88,,,,,
5722,04/17/25 08:22:36 PM,-888.88,-888.88,,,,,
5723,04/17/25 09:22:36 PM,-888.88,-888.88,,,,,
5724,04/17/25 10:22:36 PM,-888.88,-888.88,,,,,
5725,04/17/25 11:22:36 PM,-888.88,-888.88,,,,,
5726,04/18/25 12:22:36 AM,-888.88,-888.88,,,,,
5727,04/18/25 01:22:36 AM,-888.88,-888.88,,,,,
5728,04/18/25 02:22:36 AM,-888.88,-888.88,,,,,
5729,04/18/25 03:22:36 AM,-888.88,-888.88,,,,,
5730,04/18/25 04:22:36 AM,-888.88,-888.88,,,,,
5731,04/18/25 05:22:36 AM,-888.88,-888.88,,,,,
5732,04/18/25 06:22:36 AM,-888.88,-888.88,,,,,
5733,04/18/25 07:22:36 AM,-888.88,-888.88,,,,,
5734,04/18/25 08:22:36 AM,-888.88,-888.88,,,,,
5735,04/18/25 09:22:36 AM,-888.88,-888.88,,,,,
5736,04/18/25 10:22:36 AM,-888.88,-888.88,,,,,
5737,04/18/25 11:22:36 AM,-888.88,-888.88,,,,,
5738,04/18/25 12:22:36 PM,-888.88,-888.88,,,,,
5739,04/18/25 01:22:36 PM,-888.88,-888.88,,,,,
5740,04/18/25 02:22:36 PM,-888.88,-888.88,,,,,
5741,04/18/25 03:22:36 PM,-888.88,-888.88,,,,,
5742,04/18/25 04:22:36 PM,-888.88,-888.88,,,,,
5743,04/18/25 05:22:36 PM,-888.88,-888.88,,,,,
5744,04/18/25 06:22:36 PM,-888.88,-888.88,,,,,
5745,04/18/25 07:22:36 PM,-888.88,-888.88,,,,,
5746,04/18/25 08:22:36 PM,-888.88,-888.88,,,,,
5747,04/18/25 09:22:36 PM,-888.88,-888.88,,,,,
5748,04/18/25 10:22:36 PM,-888.88,-888.88,,,,,
5749,04/18/25 11:22:36 PM,-888.88,-888.88,,,,,
5750,04/19/25 12:22:36 AM,-888.88,-888.88,,,,,
5751,04/19/25 01:22:36 AM,-888.88,-888.88,,,,,
5752,04/19/25 02:22:36 AM,-888.88,-888.88,,,,,
5753,04/19/25 03:22:36 AM,-888.88,-888.88,,,,,
5754,04/19/25 04:22:36 AM,-888.88,-888.88,,,,,
5755,04/19/25 05:22:36 AM,-888.88,-888.88,,,,,
5756,04/19/25 06:22:36 AM,-888.88,-888.88,,,,,
5757,04/19/25 07:22:36 AM,-888.88,-888.88,,,,,
5758,04/19/25 08:22:36 AM,-888.88,-888.88,,,,,
5759,04/19/25 09:22:36 AM,-888.88,-888.88,,,,,
5760,04/19/25 10:22:36 AM,-888.88,-888.88,,,,,
5761,04/19/25 11:22:36 AM,-888.88,-888.88,,,,,
5762,04/19/25 12:22:36 PM,-888.88,-888.88,,,,,
5763,04/19/25 01:22:36 PM,-888.88,-888.88,,,,,
5764,04/19/25 02:22:36 PM,-888.88,-888.88,,,,,
5765,04/19/25 03:22:36 PM,-888.88,-888.88,,,,,
5766,04/19/25 04:22:36 PM,-888.88,-888.88,,,,,
5767,04/19/25 05:22:36 PM,-888.88,-888.88,,,,,
5768,04/19/25 06:22:36 PM,-888.88,-888.88,,,,,
5769,04/19/25 07:22:36 PM,-888.88,-888.88,,,,,
5770,04/19/25 08:22:36 PM,-888.88,-888.88,,,,,
5771,04/19/25 09:22:36 PM,-888.88,-888.88,,,,,
5772,04/19/25 10:22:36 PM,-888.88,-888.88,,,,,
5773,04/19/25 11:22:36 PM,-888.88,-888.88,,,,,
5774,04/20/25 12:22:36 AM,-888.88,-888.88,,,,,
5775,04/20/25 01:22:36 AM,-888.88,-888.88,,,,,
5776,04/20/25 02:22:36 AM,-888.88,-888.88,,,,,
5777,04/20/25 03:22:36 AM,-888.88,-888.88,,,,,
5778,04/20/25 04:22:36 AM,-888.88,-888.88,,,,,
5779,04/20/25 05:22:36 AM,-888.88,-888.88,,,,,
5780,04/20/25 06:22:36 AM,-888.88,-888.88,,,,,
5781,04/20/25 07:22:36 AM,-888.88,-888.88,,,,,
5782,04/20/25 08:22:36 AM,-888.88,-888.88,,,,,
5783,04/20/25 09:22:36 AM,-888.88,-888.88,,,,,
5784,04/20/25 10:22:36 AM,-888.88,-888.88,,,,,
5785,04/20/25 11:22:36 AM,-888.88,-888.88,,,,,
5786,04/20/25 12:22:36 PM,-888.88,-888.88,,,,,
5787,04/20/25 01:22:36 PM,-888.88,-888.88,,,,,
5788,04/20/25 02:22:36 PM,-888.88,-888.88,,,,,
5789,04/20/25 03:22:36 PM,-888.88,-888.88,,,,,
5790,04/20/25 04:22:36 PM,-888.88,-888.88,,,,,
5791,04/20/25 05:22:36 PM,-888.88,-888.88,,,,,
5792,04/20/25 06:22:36 PM,-888.88,-888.88,,,,,
5793,04/20/25 07:22:36 PM,-888.88,-888.88,,,,,
5794,04/20/25 08:22:36 PM,-888.88,-888.88,,,,,
5795,04/20/25 09:22:36 PM,-888.88,-888.88,,,,,
5796,04/20/25 10:22:36 PM,-888.88,-888.88,,,,,
5797,04/20/25 11:22:36 PM,-888.88,-888.88,,,,,
5798,04/21/25 12:22:36 AM,-888.88,-888.88,,,,,
5799,04/21/25 01:22:36 AM,-888.88,-888.88,,,,,
5800,04/21/25 02:22:36 AM,-888.88,-888.88,,,,,
5801,04/21/25 03:22:36 AM,-888.88,-888.88,,,,,
5802,04/21/25 04:22:36 AM,-888.88,-888.88,,,,,
5803,04/21/25 05:22:36 AM,-888.88,-888.88,,,,,
5804,04/21/25 06:22:36 AM,-888.88,-888.88,,,,,
5805,04/21/25 07:22:36 AM,-888.88,-888.88,,,,,
5806,04/21/25 08:22:36 AM,-888.88,-888.88,,,,,
5807,04/21/25 09:22:36 AM,-888.88,-888.88,,,,,
5808,04/21/25 10:22:36 AM,-888.88,-888.88,,,,,
5809,04/21/25 11:22:36 AM,-888.88,-888.88,,,,,
5810,04/21/25 12:22:36 PM,-888.88,-888.88,,,,,
5811,04/21/25 01:22:36 PM,-888.88,-888.88,,,,,
5812,04/21/25 02:22:36 PM,-888.88,-888.88,,,,,
5813,04/21/25 03:22:36 PM,-888.88,-888.88,,,,,
5814,04/21/25 04:22:36 PM,-888.88,-888.88,,,,,
5815,04/21/25 05:22:36 PM,-888.88,-888.88,,,,,
5816,04/21/25 06:22:36 PM,-888.88,-888.88,,,,,
5817,04/21/25 07:22:36 PM,-888.88,-888.88,,,,,
5818,04/21/25 08:22:36 PM,-888.88,-888.88,,,,,
5819,04/21/25 09:22:36 PM,-888.88,-888.88,,,,,
5820,04/21/25 10:22:36 PM,-888.88,-888.88,,,,,
5821,04/21/25 11:22:36 PM,-888.88,-888.88,,,,,
5822,04/22/25 12:22:36 AM,-888.88,-888.88,,,,,
5823,04/22/25 01:22:36 AM,-888.88,-888.88,,,,,
5824,04/22/25 02:22:36 AM,-888.88,-888.88,,,,,
5825,04/22/25 03:22:36 AM,-888.88,-888.88,,,,,
5826,04/22/25 04:22:36 AM,-888.88,-888.88,,,,,
5827,04/22/25 05:22:36 AM,-888.88,-888.88,,,,,
5828,04/22/25 06:22:36 AM,-888.88,-888.88,,,,,
5829,04/22/25 07:22:36 AM,-888.88,-888.88,,,,,
5830,04/22/25 08:22:36 AM,-888.88,-888.88,,,,,
5831,04/22/25 09:22:36 AM,-888.88,-888.88,,,,,
5832,04/22/25 10:22:36 AM,-888.88,-888.88,,,,,
5833,04/22/25 11:22:36 AM,-888.88,-888.88,,,,,
5834,04/22/25 12:22:36 PM,-888.88,-888.88,,,,,
5835,04/22/25 01:22:36 PM,-888.88,-888.88,,,,,
5836,04/22/25 02:22:36 PM,-888.88,-888.88,,,,,
5837,04/22/25 03:22:36 PM,-888.88,-888.88,,,,,
5838,04/22/25 04:22:36 PM,-888.88,-888.88,,,,,
5839,04/22/25 05:22:36 PM,-888.88,-888.88,,,,,
5840,04/22/25 06:22:36 PM,-888.88,-888.88,,,,,
5841,04/22/25 07:22:36 PM,-888.88,-888.88,,,,,
5842,04/22/25 08:22:36 PM,-888.88,-888.88,,,,,
5843,04/22/25 09:22:36 PM,-888.88,-888.88,,,,,
5844,04/22/25 10:22:36 PM,-888.88,-888.88,,,,,
5845,04/22/25 11:22:36 PM,-888.88,-888.88,,,,,
5846,04/23/25 12:22:36 AM,-888.88,-888.88,,,,,
5847,04/23/25 01:22:36 AM,-888.88,-888.88,,,,,
5848,04/23/25 02:22:36 AM,-888.88,-888.88,,,,,
5849,04/23/25 03:22:36 AM,-888.88,-888.88,,,,,
5850,04/23/25 04:22:36 AM,-888.88,-888.88,,,,,
5851,04/23/25 05:22:36 AM,-888.88,-888.88,,,,,
5852,04/23/25 06:22:36 AM,-888.88,-888.88,,,,,
5853,04/23/25 07:22:36 AM,-888.88,-888.88,,,,,
5854,04/23/25 08:22:36 AM,-888.88,-888.88,,,,,
5855,04/23/25 09:22:36 AM,-888.88,-888.88,,,,,
5856,04/23/25 10:22:36 AM,-888.88,-888.88,,,,,
5857,04/23/25 11:22:36 AM,-888.88,-888.88,,,,,
5858,04/23/25 12:22:36 PM,-888.88,-888.88,,,,,
5859,04/23/25 01:22:36 PM,-888.88,-888.88,,,,,
5860,04/23/25 02:22:36 PM,-888.88,-888.88,,,,,
5861,04/23/25 03:22:36 PM,-888.88,-888.88,,,,,
5862,04/23/25 04:22:36 PM,-888.88,-888.88,,,,,
5863,04/23/25 05:22:36 PM,-888.88,-888.88,,,,,
5864,04/23/25 06:22:36 PM,-888.88,-888.88,,,,,
5865,04/23/25 07:22:36 PM,-888.88,-888.88,,,,,
5866,04/23/25 08:22:36 PM,-888.88,-888.88,,,,,
5867,04/23/25 09:22:36 PM,-888.88,-888.88,,,,,
5868,04/23/25 10:22:36 PM,-888.88,-888.88,,,,,
5869,04/23/25 11:22:36 PM,-888.88,-888.88,,,,,
5870,04/24/25 12:22:36 AM,-888.88,-888.88,,,,,
5871,04/24/25 01:22:36 AM,-888.88,-888.88,,,,,
5872,04/24/25 02:22:36 AM,-888.88,-888.88,,,,,
5873,04/24/25 03:22:36 AM,-888.88,-888.88,,,,,
5874,04/24/25 04:22:36 AM,-888.88,-888.88,,,,,
5875,04/24/25 05:22:36 AM,-888.88,-888.88,,,,,
5876,04/24/25 06:22:36 AM,-888.88,-888.88,,,,,
5877,04/24/25 07:22:36 AM,-888.88,-888.88,,,,,
5878,04/24/25 08:22:36 AM,-888.88,-888.88,,,,,
5879,04/24/25 09:22:36 AM,-888.88,-888.88,,,,,
5880,04/24/25 10:22:36 AM,-888.88,-888.88,,,,,
5881,04/24/25 11:22:36 AM,-888.88,-888.88,,,,,
5882,04/24/25 12:22:36 PM,-888.88,-888.88,,,,,
5883,04/24/25 01:22:36 PM,-888.88,-888.88,,,,,
5884,04/24/25 02:22:36 PM,-888.88,-888.88,,,,,
5885,04/24/25 03:22:36 PM,-888.88,-888.88,,,,,
5886,04/24/25 04:22:36 PM,-888.88,-888.88,,,,,
5887,04/24/25 05:22:36 PM,-888.88,-888.88,,,,,
5888,04/24/25 06:22:36 PM,-888.88,-888.88,,,,,
5889,04/24/25 07:22:36 PM,-888.88,-888.88,,,,,
5890,04/24/25 08:22:36 PM,-888.88,-888.88,,,,,
5891,04/24/25 09:22:36 PM,-888.88,-888.88,,,,,
5892,04/24/25 10:22:36 PM,-888.88,-888.88,,,,,
5893,04/24/25 11:22:36 PM,-888.88,-888.88,,,,,
5894,04/25/25 12:22:36 AM,-888.88,-888.88,,,,,
5895,04/25/25 01:22:36 AM,-888.88,-888.88,,,,,
5896,04/25/25 02:22:36 AM,-888.88,-888.88,,,,,
5897,04/25/25 03:22:36 AM,-888.88,-888.88,,,,,
5898,04/25/25 04:22:36 AM,-888.88,-888.88,,,,,
5899,04/25/25 05:22:36 AM,-888.88,-888.88,,,,,
5900,04/25/25 06:22:36 AM,-888.88,-888.88,,,,,
5901,04/25/25 07:22:36 AM,-888.88,-888.88,,,,,
5902,04/25/25 08:22:36 AM,-888.88,-888.88,,,,,
5903,04/25/25 09:22:36 AM,-888.88,-888.88,,,,,
5904,04/25/25 10:22:36 AM,-888.88,-888.88,,,,,
5905,04/25/25 11:22:36 AM,-888.88,-888.88,,,,,
5906,04/25/25 12:22:36 PM,-888.88,-888.88,,,,,
5907,04/25/25 01:22:36 PM,-888.88,-888.88,,,,,
5908,04/25/25 02:22:36 PM,-888.88,-888.88,,,,,
5909,04/25/25 03:22:36 PM,-888.88,-888.88,,,,,
5910,04/25/25 04:22:36 PM,-888.88,-888.88,,,,,
5911,04/25/25 05:22:36 PM,-888.88,-888.88,,,,,
5912,04/25/25 06:22:36 PM,-888.88,-888.88,,,,,
5913,04/25/25 07:22:36 PM,-888.88,-888.88,,,,,
5914,04/25/25 08:22:36 PM,-888.88,-888.88,,,,,
5915,04/25/25 09:22:36 PM,-888.88,-888.88,,,,,
5916,04/25/25 10:22:36 PM,-888.88,-888.88,,,,,
5917,04/25/25 11:22:36 PM,-888.88,-888.88,,,,,
5918,04/26/25 12:22:36 AM,-888.88,-888.88,,,,,
5919,04/26/25 01:22:36 AM,-888.88,-888.88,,,,,
5920,04/26/25 02:22:36 AM,-888.88,-888.88,,,,,
5921,04/26/25 03:22:36 AM,-888.88,-888.88,,,,,
5922,04/26/25 04:22:36 AM,-888.88,-888.88,,,,,
5923,04/26/25 05:22:36 AM,-888.88,-888.88,,,,,
5924,04/26/25 06:22:36 AM,-888.88,-888.88,,,,,
5925,04/26/25 07:22:36 AM,-888.88,-888.88,,,,,
5926,04/26/25 08:22:36 AM,-888.88,-888.88,,,,,
5927,04/26/25 09:22:36 AM,-888.88,-888.88,,,,,
5928,04/26/25 10:22:36 AM,-888.88,-888.88,,,,,
5929,04/26/25 11:22:36 AM,-888.88,-888.88,,,,,
5930,04/26/25 12:22:36 PM,-888.88,-888.88,,,,,
5931,04/26/25 01:22:36 PM,-888.88,-888.88,,,,,
5932,04/26/25 02:22:36 PM,-888.88,-888.88,,,,,
5933,04/26/25 03:22:36 PM,-888.88,-888.88,,,,,
5934,04/26/25 04:22:36 PM,-888.88,-888.88,,,,,
5935,04/26/25 05:22:36 PM,-888.88,-888.88,,,,,
5936,04/26/25 06:22:36 PM,-888.88,-888.88,,,,,
5937,04/26/25 07:22:36 PM,-888.88,-888.88,,,,,
5938,04/26/25 08:22:36 PM,-888.88,-888.88,,,,,
5939,04/26/25 09:22:36 PM,-888.88,-888.88,,,,,
5940,04/26/25 10:22:36 PM,-888.88,-888.88,,,,,
5941,04/26/25 11:22:36 PM,-888.88,-888.88,,,,,
5942,04/27/25 12:22:36 AM,-888.88,-888.88,,,,,
5943,04/27/25 01:22:36 AM,-888.88,-888.88,,,,,
5944,04/27/25 02:22:36 AM,-888.88,-888.88,,,,,
5945,04/27/25 03:22:36 AM,-888.88,-888.88,,,,,
5946,04/27/25 04:22:36 AM,-888.88,-888.88,,,,,
5947,04/27/25 05:22:36 AM,-888.88,-888.88,,,,,
5948,04/27/25 06:22:36 AM,-888.88,-888.88,,,,,
5949,04/27/25 07:22:36 AM,-888.88,-888.88,,,,,
5950,04/27/25 08:22:36 AM,-888.88,-888.88,,,,,
5951,04/27/25 09:22:36 AM,-888.88,-888.88,,,,,
5952,04/27/25 10:22:36 AM,-888.88,-888.88,,,,,
5953,04/27/25 11:22:36 AM,-888.88,-888.88,,,,,
5954,04/27/25 12:22:36 PM,-888.88,-888.88,,,,,
