"Plot Title: 21909583"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909583, SEN S/N: 21909583)","Temp, °F (LGR S/N: 21909583, SEN S/N: 21909583)","Expired Sensor Cap (LGR S/N: 21909583)","New Sensor Cap (LGR S/N: 21909583)","Coupler Attached (LGR S/N: 21909583)","Stopped (LGR S/N: 21909583)","End Of File (LGR S/N: 21909583)"
5404,04/06/25 02:30:32 PM,-888.88,-888.88,,,,,
5405,04/06/25 03:30:32 PM,-888.88,-888.88,,,,,
5406,04/06/25 04:30:32 PM,-888.88,-888.88,,,,,
5407,04/06/25 05:30:32 PM,-888.88,-888.88,,,,,
5408,04/06/25 06:30:32 PM,-888.88,-888.88,,,,,
5409,04/06/25 07:30:32 PM,-888.88,-888.88,,,,,
5410,04/06/25 08:30:32 PM,-888.88,-888.88,,,,,
5411,04/06/25 09:30:32 PM,-888.88,-888.88,,,,,
5412,04/06/25 10:30:32 PM,-888.88,-888.88,,,,,
5413,04/06/25 11:30:32 PM,-888.88,-888.88,,,,,
5414,04/07/25 12:30:32 AM,-888.88,-888.88,,,,,
5415,04/07/25 01:30:32 AM,-888.88,-888.88,,,,,
5416,04/07/25 02:30:32 AM,-888.88,-888.88,,,,,
5417,04/07/25 03:30:32 AM,-888.88,-888.88,,,,,
5418,04/07/25 04:30:32 AM,-888.88,-888.88,,,,,
5419,04/07/25 05:30:32 AM,-888.88,-888.88,,,,,
5420,04/07/25 06:30:32 AM,-888.88,-888.88,,,,,
5421,04/07/25 07:30:32 AM,-888.88,-888.88,,,,,
5422,04/07/25 08:30:32 AM,-888.88,-888.88,,,,,
5423,04/07/25 09:30:32 AM,-888.88,-888.88,,,,,
5424,04/07/25 10:30:32 AM,-888.88,-888.88,,,,,
5425,04/07/25 11:30:32 AM,-888.88,-888.88,,,,,
5426,04/07/25 12:30:32 PM,-888.88,-888.88,,,,,
5427,04/07/25 01:30:32 PM,-888.88,-888.88,,,,,
5428,04/07/25 02:30:32 PM,-888.88,-888.88,,,,,
5429,04/07/25 03:30:32 PM,-888.88,-888.88,,,,,
5430,04/07/25 04:30:32 PM,-888.88,-888.88,,,,,
5431,04/07/25 05:30:32 PM,-888.88,-888.88,,,,,
5432,04/07/25 06:30:32 PM,-888.88,-888.88,,,,,
5433,04/07/25 07:30:32 PM,-888.88,-888.88,,,,,
5434,04/07/25 08:30:32 PM,-888.88,-888.88,,,,,
5435,04/07/25 09:30:32 PM,-888.88,-888.88,,,,,
5436,04/07/25 10:30:32 PM,-888.88,-888.88,,,,,
5437,04/07/25 11:30:32 PM,-888.88,-888.88,,,,,
5438,04/08/25 12:30:32 AM,-888.88,-888.88,,,,,
5439,04/08/25 01:30:32 AM,-888.88,-888.88,,,,,
5440,04/08/25 02:30:32 AM,-888.88,-888.88,,,,,
5441,04/08/25 03:30:32 AM,-888.88,-888.88,,,,,
5442,04/08/25 04:30:32 AM,-888.88,-888.88,,,,,
5443,04/08/25 05:30:32 AM,-888.88,-888.88,,,,,
5444,04/08/25 06:30:32 AM,-888.88,-888.88,,,,,
5445,04/08/25 07:30:32 AM,-888.88,-888.88,,,,,
5446,04/08/25 08:30:32 AM,-888.88,-888.88,,,,,
5447,04/08/25 09:30:32 AM,-888.88,-888.88,,,,,
5448,04/08/25 10:30:32 AM,-888.88,-888.88,,,,,
5449,04/08/25 11:30:32 AM,-888.88,-888.88,,,,,
5450,04/08/25 12:30:32 PM,-888.88,-888.88,,,,,
5451,04/08/25 01:30:32 PM,-888.88,-888.88,,,,,
5452,04/08/25 02:30:32 PM,-888.88,-888.88,,,,,
5453,04/08/25 03:30:32 PM,-888.88,-888.88,,,,,
5454,04/08/25 04:30:32 PM,-888.88,-888.88,,,,,
5455,04/08/25 05:30:32 PM,-888.88,-888.88,,,,,
5456,04/08/25 06:30:32 PM,-888.88,-888.88,,,,,
5457,04/08/25 07:30:32 PM,-888.88,-888.88,,,,,
5458,04/08/25 08:30:32 PM,-888.88,-888.88,,,,,
5459,04/08/25 09:30:32 PM,-888.88,-888.88,,,,,
5460,04/08/25 10:30:32 PM,-888.88,-888.88,,,,,
5461,04/08/25 11:30:32 PM,-888.88,-888.88,,,,,
5462,04/09/25 12:30:32 AM,-888.88,-888.88,,,,,
5463,04/09/25 01:30:32 AM,-888.88,-888.88,,,,,
5464,04/09/25 02:30:32 AM,-888.88,-888.88,,,,,
5465,04/09/25 03:30:32 AM,-888.88,-888.88,,,,,
5466,04/09/25 04:30:32 AM,-888.88,-888.88,,,,,
5467,04/09/25 05:30:32 AM,-888.88,-888.88,,,,,
5468,04/09/25 06:30:32 AM,-888.88,-888.88,,,,,
5469,04/09/25 07:30:32 AM,-888.88,-888.88,,,,,
5470,04/09/25 08:30:32 AM,-888.88,-888.88,,,,,
5471,04/09/25 09:30:32 AM,-888.88,-888.88,,,,,
5472,04/09/25 10:30:32 AM,-888.88,-888.88,,,,,
5473,04/09/25 11:30:32 AM,-888.88,-888.88,,,,,
5474,04/09/25 12:30:32 PM,-888.88,-888.88,,,,,
5475,04/09/25 01:30:32 PM,-888.88,-888.88,,,,,
5476,04/09/25 02:30:32 PM,-888.88,-888.88,,,,,
5477,04/09/25 03:30:32 PM,-888.88,-888.88,,,,,
5478,04/09/25 04:30:32 PM,-888.88,-888.88,,,,,
5479,04/09/25 05:30:32 PM,-888.88,-888.88,,,,,
5480,04/09/25 06:30:32 PM,-888.88,-888.88,,,,,
5481,04/09/25 07:30:32 PM,-888.88,-888.88,,,,,
5482,04/09/25 08:30:32 PM,-888.88,-888.88,,,,,
5483,04/09/25 09:30:32 PM,-888.88,-888.88,,,,,
5484,04/09/25 10:30:32 PM,-888.88,-888.88,,,,,
5485,04/09/25 11:30:32 PM,-888.88,-888.88,,,,,
5486,04/10/25 12:30:32 AM,-888.88,-888.88,,,,,
5487,04/10/25 01:30:32 AM,-888.88,-888.88,,,,,
5488,04/10/25 02:30:32 AM,-888.88,-888.88,,,,,
5489,04/10/25 03:30:32 AM,-888.88,-888.88,,,,,
5490,04/10/25 04:30:32 AM,-888.88,-888.88,,,,,
5491,04/10/25 05:30:32 AM,-888.88,-888.88,,,,,
5492,04/10/25 06:30:32 AM,-888.88,-888.88,,,,,
5493,04/10/25 07:30:32 AM,-888.88,-888.88,,,,,
5494,04/10/25 08:30:32 AM,-888.88,-888.88,,,,,
5495,04/10/25 09:30:32 AM,-888.88,-888.88,,,,,
5496,04/10/25 10:30:32 AM,-888.88,-888.88,,,,,
5497,04/10/25 11:30:32 AM,-888.88,-888.88,,,,,
5498,04/10/25 12:30:32 PM,-888.88,-888.88,,,,,
5499,04/10/25 01:30:32 PM,-888.88,-888.88,,,,,
5500,04/10/25 02:30:32 PM,-888.88,-888.88,,,,,
5501,04/10/25 03:30:32 PM,-888.88,-888.88,,,,,
5502,04/10/25 04:30:32 PM,-888.88,-888.88,,,,,
5503,04/10/25 05:30:32 PM,-888.88,-888.88,,,,,
5504,04/10/25 06:30:32 PM,-888.88,-888.88,,,,,
5505,04/10/25 07:30:32 PM,-888.88,-888.88,,,,,
5506,04/10/25 08:30:32 PM,-888.88,-888.88,,,,,
5507,04/10/25 09:30:32 PM,-888.88,-888.88,,,,,
5508,04/10/25 10:30:32 PM,-888.88,-888.88,,,,,
5509,04/10/25 11:30:32 PM,-888.88,-888.88,,,,,
5510,04/11/25 12:30:32 AM,-888.88,-888.88,,,,,
5511,04/11/25 01:30:32 AM,-888.88,-888.88,,,,,
5512,04/11/25 02:30:32 AM,-888.88,-888.88,,,,,
5513,04/11/25 03:30:32 AM,-888.88,-888.88,,,,,
5514,04/11/25 04:30:32 AM,-888.88,-888.88,,,,,
5515,04/11/25 05:30:32 AM,-888.88,-888.88,,,,,
5516,04/11/25 06:30:32 AM,-888.88,-888.88,,,,,
5517,04/11/25 07:30:32 AM,-888.88,-888.88,,,,,
5518,04/11/25 08:30:32 AM,-888.88,-888.88,,,,,
5519,04/11/25 09:30:32 AM,-888.88,-888.88,,,,,
5520,04/11/25 10:30:32 AM,-888.88,-888.88,,,,,
5521,04/11/25 11:30:32 AM,-888.88,-888.88,,,,,
5522,04/11/25 12:30:32 PM,-888.88,-888.88,,,,,
5523,04/11/25 01:30:32 PM,-888.88,-888.88,,,,,
5524,04/11/25 02:30:32 PM,-888.88,-888.88,,,,,
5525,04/11/25 03:30:32 PM,-888.88,-888.88,,,,,
5526,04/11/25 04:30:32 PM,-888.88,-888.88,,,,,
5527,04/11/25 05:30:32 PM,-888.88,-888.88,,,,,
5528,04/11/25 06:30:32 PM,-888.88,-888.88,,,,,
5529,04/11/25 07:30:32 PM,-888.88,-888.88,,,,,
5530,04/11/25 08:30:32 PM,-888.88,-888.88,,,,,
5531,04/11/25 09:30:32 PM,-888.88,-888.88,,,,,
5532,04/11/25 10:30:32 PM,-888.88,-888.88,,,,,
5533,04/11/25 11:30:32 PM,-888.88,-888.88,,,,,
5534,04/12/25 12:30:32 AM,-888.88,-888.88,,,,,
5535,04/12/25 01:30:32 AM,-888.88,-888.88,,,,,
5536,04/12/25 02:30:32 AM,-888.88,-888.88,,,,,
5537,04/12/25 03:30:32 AM,-888.88,-888.88,,,,,
5538,04/12/25 04:30:32 AM,-888.88,-888.88,,,,,
5539,04/12/25 05:30:32 AM,-888.88,-888.88,,,,,
5540,04/12/25 06:30:32 AM,-888.88,-888.88,,,,,
5541,04/12/25 07:30:32 AM,-888.88,-888.88,,,,,
5542,04/12/25 08:30:32 AM,-888.88,-888.88,,,,,
5543,04/12/25 09:30:32 AM,-888.88,-888.88,,,,,
5544,04/12/25 10:30:32 AM,-888.88,-888.88,,,,,
5545,04/12/25 11:30:32 AM,-888.88,-888.88,,,,,
5546,04/12/25 12:30:32 PM,-888.88,-888.88,,,,,
5547,04/12/25 01:30:32 PM,-888.88,-888.88,,,,,
5548,04/12/25 02:30:32 PM,-888.88,-888.88,,,,,
5549,04/12/25 03:30:32 PM,-888.88,-888.88,,,,,
5550,04/12/25 04:30:32 PM,-888.88,-888.88,,,,,
5551,04/12/25 05:30:32 PM,-888.88,-888.88,,,,,
5552,04/12/25 06:30:32 PM,-888.88,-888.88,,,,,
5553,04/12/25 07:30:32 PM,-888.88,-888.88,,,,,
5554,04/12/25 08:30:32 PM,-888.88,-888.88,,,,,
5555,04/12/25 09:30:32 PM,-888.88,-888.88,,,,,
5556,04/12/25 10:30:32 PM,-888.88,-888.88,,,,,
5557,04/12/25 11:30:32 PM,-888.88,-888.88,,,,,
5558,04/13/25 12:30:32 AM,-888.88,-888.88,,,,,
5559,04/13/25 01:30:32 AM,-888.88,-888.88,,,,,
5560,04/13/25 02:30:32 AM,-888.88,-888.88,,,,,
5561,04/13/25 03:30:32 AM,-888.88,-888.88,,,,,
5562,04/13/25 04:30:32 AM,-888.88,-888.88,,,,,
5563,04/13/25 05:30:32 AM,-888.88,-888.88,,,,,
5564,04/13/25 06:30:32 AM,-888.88,-888.88,,,,,
5565,04/13/25 07:30:32 AM,-888.88,-888.88,,,,,
5566,04/13/25 08:30:32 AM,-888.88,-888.88,,,,,
5567,04/13/25 09:30:32 AM,-888.88,-888.88,,,,,
5568,04/13/25 10:30:32 AM,-888.88,-888.88,,,,,
5569,04/13/25 11:30:32 AM,-888.88,-888.88,,,,,
5570,04/13/25 12:30:32 PM,-888.88,-888.88,,,,,
5571,04/13/25 01:30:32 PM,-888.88,-888.88,,,,,
5572,04/13/25 02:30:32 PM,-888.88,-888.88,,,,,
5573,04/13/25 03:30:32 PM,-888.88,-888.88,,,,,
5574,04/13/25 04:30:32 PM,-888.88,-888.88,,,,,
5575,04/13/25 05:30:32 PM,-888.88,-888.88,,,,,
5576,04/13/25 06:30:32 PM,-888.88,-888.88,,,,,
5577,04/13/25 07:30:32 PM,-888.88,-888.88,,,,,
5578,04/13/25 08:30:32 PM,-888.88,-888.88,,,,,
5579,04/13/25 09:30:32 PM,-888.88,-888.88,,,,,
5580,04/13/25 10:30:32 PM,-888.88,-888.88,,,,,
5581,04/13/25 11:30:32 PM,-888.88,-888.88,,,,,
5582,04/14/25 12:30:32 AM,-888.88,-888.88,,,,,
5583,04/14/25 01:30:32 AM,-888.88,-888.88,,,,,
5584,04/14/25 02:30:32 AM,-888.88,-888.88,,,,,
5585,04/14/25 03:30:32 AM,-888.88,-888.88,,,,,
5586,04/14/25 04:30:32 AM,-888.88,-888.88,,,,,
5587,04/14/25 05:30:32 AM,-888.88,-888.88,,,,,
5588,04/14/25 06:30:32 AM,-888.88,-888.88,,,,,
5589,04/14/25 07:30:32 AM,-888.88,-888.88,,,,,
5590,04/14/25 08:30:32 AM,-888.88,-888.88,,,,,
5591,04/14/25 09:30:32 AM,-888.88,-888.88,,,,,
5592,04/14/25 10:30:32 AM,-888.88,-888.88,,,,,
5593,04/14/25 11:30:32 AM,-888.88,-888.88,,,,,
5594,04/14/25 12:30:32 PM,-888.88,-888.88,,,,,
5595,04/14/25 01:30:32 PM,-888.88,-888.88,,,,,
5596,04/14/25 02:30:32 PM,-888.88,-888.88,,,,,
5597,04/14/25 03:30:32 PM,-888.88,-888.88,,,,,
5598,04/14/25 04:30:32 PM,-888.88,-888.88,,,,,
5599,04/14/25 05:30:32 PM,-888.88,-888.88,,,,,
5600,04/14/25 06:30:32 PM,-888.88,-888.88,,,,,
5601,04/14/25 07:30:32 PM,-888.88,-888.88,,,,,
5602,04/14/25 08:30:32 PM,-888.88,-888.88,,,,,
5603,04/14/25 09:30:32 PM,-888.88,-888.88,,,,,
5604,04/14/25 10:30:32 PM,-888.88,-888.88,,,,,
5605,04/14/25 11:30:32 PM,-888.88,-888.88,,,,,
5606,04/15/25 12:30:32 AM,-888.88,-888.88,,,,,
5607,04/15/25 01:30:32 AM,-888.88,-888.88,,,,,
5608,04/15/25 02:30:32 AM,-888.88,-888.88,,,,,
5609,04/15/25 03:30:32 AM,-888.88,-888.88,,,,,
5610,04/15/25 04:30:32 AM,-888.88,-888.88,,,,,
5611,04/15/25 05:30:32 AM,-888.88,-888.88,,,,,
5612,04/15/25 06:30:32 AM,-888.88,-888.88,,,,,
5613,04/15/25 07:30:32 AM,-888.88,-888.88,,,,,
5614,04/15/25 08:30:32 AM,-888.88,-888.88,,,,,
5615,04/15/25 09:30:32 AM,-888.88,-888.88,,,,,
5616,04/15/25 10:30:32 AM,-888.88,-888.88,,,,,
5617,04/15/25 11:30:32 AM,-888.88,-888.88,,,,,
5618,04/15/25 12:30:32 PM,-888.88,-888.88,,,,,
5619,04/15/25 01:30:32 PM,-888.88,-888.88,,,,,
5620,04/15/25 02:30:32 PM,-888.88,-888.88,,,,,
5621,04/15/25 03:30:32 PM,-888.88,-888.88,,,,,
5622,04/15/25 04:30:32 PM,-888.88,-888.88,,,,,
5623,04/15/25 05:30:32 PM,-888.88,-888.88,,,,,
5624,04/15/25 06:30:32 PM,-888.88,-888.88,,,,,
5625,04/15/25 07:30:32 PM,-888.88,-888.88,,,,,
5626,04/15/25 08:30:32 PM,-888.88,-888.88,,,,,
5627,04/15/25 09:30:32 PM,-888.88,-888.88,,,,,
5628,04/15/25 10:30:32 PM,-888.88,-888.88,,,,,
5629,04/15/25 11:30:32 PM,-888.88,-888.88,,,,,
5630,04/16/25 12:30:32 AM,-888.88,-888.88,,,,,
5631,04/16/25 01:30:32 AM,-888.88,-888.88,,,,,
5632,04/16/25 02:30:32 AM,-888.88,-888.88,,,,,
5633,04/16/25 03:30:32 AM,-888.88,-888.88,,,,,
5634,04/16/25 04:30:32 AM,-888.88,-888.88,,,,,
5635,04/16/25 05:30:32 AM,-888.88,-888.88,,,,,
5636,04/16/25 06:30:32 AM,-888.88,-888.88,,,,,
5637,04/16/25 07:30:32 AM,-888.88,-888.88,,,,,
5638,04/16/25 08:30:32 AM,-888.88,-888.88,,,,,
5639,04/16/25 09:30:32 AM,-888.88,-888.88,,,,,
5640,04/16/25 10:30:32 AM,-888.88,-888.88,,,,,
5641,04/16/25 11:30:32 AM,-888.88,-888.88,,,,,
5642,04/16/25 12:30:32 PM,-888.88,-888.88,,,,,
5643,04/16/25 01:30:32 PM,-888.88,-888.88,,,,,
5644,04/16/25 02:30:32 PM,-888.88,-888.88,,,,,
5645,04/16/25 03:30:32 PM,-888.88,-888.88,,,,,
5646,04/16/25 04:30:32 PM,-888.88,-888.88,,,,,
5647,04/16/25 05:30:32 PM,-888.88,-888.88,,,,,
5648,04/16/25 06:30:32 PM,-888.88,-888.88,,,,,
5649,04/16/25 07:30:32 PM,-888.88,-888.88,,,,,
5650,04/16/25 08:30:32 PM,-888.88,-888.88,,,,,
5651,04/16/25 09:30:32 PM,-888.88,-888.88,,,,,
5652,04/16/25 10:30:32 PM,-888.88,-888.88,,,,,
5653,04/16/25 11:30:32 PM,-888.88,-888.88,,,,,
5654,04/17/25 12:30:32 AM,-888.88,-888.88,,,,,
5655,04/17/25 01:30:32 AM,-888.88,-888.88,,,,,
5656,04/17/25 02:30:32 AM,-888.88,-888.88,,,,,
5657,04/17/25 03:30:32 AM,-888.88,-888.88,,,,,
5658,04/17/25 04:30:32 AM,-888.88,-888.88,,,,,
5659,04/17/25 05:30:32 AM,-888.88,-888.88,,,,,
5660,04/17/25 06:30:32 AM,-888.88,-888.88,,,,,
5661,04/17/25 07:30:32 AM,-888.88,-888.88,,,,,
5662,04/17/25 08:30:32 AM,-888.88,-888.88,,,,,
5663,04/17/25 09:30:32 AM,-888.88,-888.88,,,,,
5664,04/17/25 10:30:32 AM,-888.88,-888.88,,,,,
5665,04/17/25 11:30:32 AM,-888.88,-888.88,,,,,
5666,04/17/25 12:30:32 PM,-888.88,-888.88,,,,,
5667,04/17/25 01:30:32 PM,-888.88,-888.88,,,,,
5668,04/17/25 02:30:32 PM,-888.88,-888.88,,,,,
5669,04/17/25 03:30:32 PM,-888.88,-888.88,,,,,
5670,04/17/25 04:30:32 PM,-888.88,-888.88,,,,,
5671,04/17/25 05:30:32 PM,-888.88,-888.88,,,,,
5672,04/17/25 06:30:32 PM,-888.88,-888.88,,,,,
5673,04/17/25 07:30:32 PM,-888.88,-888.88,,,,,
5674,04/17/25 08:30:32 PM,-888.88,-888.88,,,,,
5675,04/17/25 09:30:32 PM,-888.88,-888.88,,,,,
5676,04/17/25 10:30:32 PM,-888.88,-888.88,,,,,
5677,04/17/25 11:30:32 PM,-888.88,-888.88,,,,,
5678,04/18/25 12:30:32 AM,-888.88,-888.88,,,,,
5679,04/18/25 01:30:32 AM,-888.88,-888.88,,,,,
5680,04/18/25 02:30:32 AM,-888.88,-888.88,,,,,
5681,04/18/25 03:30:32 AM,-888.88,-888.88,,,,,
5682,04/18/25 04:30:32 AM,-888.88,-888.88,,,,,
5683,04/18/25 05:30:32 AM,-888.88,-888.88,,,,,
5684,04/18/25 06:30:32 AM,-888.88,-888.88,,,,,
5685,04/18/25 07:30:32 AM,-888.88,-888.88,,,,,
5686,04/18/25 08:30:32 AM,-888.88,-888.88,,,,,
5687,04/18/25 09:30:32 AM,-888.88,-888.88,,,,,
5688,04/18/25 10:30:32 AM,-888.88,-888.88,,,,,
5689,04/18/25 11:30:32 AM,-888.88,-888.88,,,,,
5690,04/18/25 12:30:32 PM,-888.88,-888.88,,,,,
5691,04/18/25 01:30:32 PM,-888.88,-888.88,,,,,
5692,04/18/25 02:30:32 PM,-888.88,-888.88,,,,,
5693,04/18/25 03:30:32 PM,-888.88,-888.88,,,,,
5694,04/18/25 04:30:32 PM,-888.88,-888.88,,,,,
5695,04/18/25 05:30:32 PM,-888.88,-888.88,,,,,
5696,04/18/25 06:30:32 PM,-888.88,-888.88,,,,,
5697,04/18/25 07:30:32 PM,-888.88,-888.88,,,,,
5698,04/18/25 08:30:32 PM,-888.88,-888.88,,,,,
5699,04/18/25 09:30:32 PM,-888.88,-888.88,,,,,
5700,04/18/25 10:30:32 PM,-888.88,-888.88,,,,,
5701,04/18/25 11:30:32 PM,-888.88,-888.88,,,,,
5702,04/19/25 12:30:32 AM,-888.88,-888.88,,,,,
5703,04/19/25 01:30:32 AM,-888.88,-888.88,,,,,
5704,04/19/25 02:30:32 AM,-888.88,-888.88,,,,,
5705,04/19/25 03:30:32 AM,-888.88,-888.88,,,,,
5706,04/19/25 04:30:32 AM,-888.88,-888.88,,,,,
5707,04/19/25 05:30:32 AM,-888.88,-888.88,,,,,
5708,04/19/25 06:30:32 AM,-888.88,-888.88,,,,,
5709,04/19/25 07:30:32 AM,-888.88,-888.88,,,,,
5710,04/19/25 08:30:32 AM,-888.88,-888.88,,,,,
5711,04/19/25 09:30:32 AM,-888.88,-888.88,,,,,
5712,04/19/25 10:30:32 AM,-888.88,-888.88,,,,,
5713,04/19/25 11:30:32 AM,-888.88,-888.88,,,,,
5714,04/19/25 12:30:32 PM,-888.88,-888.88,,,,,
5715,04/19/25 01:30:32 PM,-888.88,-888.88,,,,,
5716,04/19/25 02:30:32 PM,-888.88,-888.88,,,,,
5717,04/19/25 03:30:32 PM,-888.88,-888.88,,,,,
5718,04/19/25 04:30:32 PM,-888.88,-888.88,,,,,
5719,04/19/25 05:30:32 PM,-888.88,-888.88,,,,,
5720,04/19/25 06:30:32 PM,-888.88,-888.88,,,,,
5721,04/19/25 07:30:32 PM,-888.88,-888.88,,,,,
5722,04/19/25 08:30:32 PM,-888.88,-888.88,,,,,
5723,04/19/25 09:30:32 PM,-888.88,-888.88,,,,,
5724,04/19/25 10:30:32 PM,-888.88,-888.88,,,,,
5725,04/19/25 11:30:32 PM,-888.88,-888.88,,,,,
5726,04/20/25 12:30:32 AM,-888.88,-888.88,,,,,
5727,04/20/25 01:30:32 AM,-888.88,-888.88,,,,,
5728,04/20/25 02:30:32 AM,-888.88,-888.88,,,,,
5729,04/20/25 03:30:32 AM,-888.88,-888.88,,,,,
5730,04/20/25 04:30:32 AM,-888.88,-888.88,,,,,
5731,04/20/25 05:30:32 AM,-888.88,-888.88,,,,,
5732,04/20/25 06:30:32 AM,-888.88,-888.88,,,,,
5733,04/20/25 07:30:32 AM,-888.88,-888.88,,,,,
5734,04/20/25 08:30:32 AM,-888.88,-888.88,,,,,
5735,04/20/25 09:30:32 AM,-888.88,-888.88,,,,,
5736,04/20/25 10:30:32 AM,-888.88,-888.88,,,,,
5737,04/20/25 11:30:32 AM,-888.88,-888.88,,,,,
5738,04/20/25 12:30:32 PM,-888.88,-888.88,,,,,
5739,04/20/25 01:30:32 PM,-888.88,-888.88,,,,,
5740,04/20/25 02:30:32 PM,-888.88,-888.88,,,,,
5741,04/20/25 03:30:32 PM,-888.88,-888.88,,,,,
5742,04/20/25 04:30:32 PM,-888.88,-888.88,,,,,
5743,04/20/25 05:30:32 PM,-888.88,-888.88,,,,,
5744,04/20/25 06:30:32 PM,-888.88,-888.88,,,,,
5745,04/20/25 07:30:32 PM,-888.88,-888.88,,,,,
5746,04/20/25 08:30:32 PM,-888.88,-888.88,,,,,
5747,04/20/25 09:30:32 PM,-888.88,-888.88,,,,,
5748,04/20/25 10:30:32 PM,-888.88,-888.88,,,,,
5749,04/20/25 11:30:32 PM,-888.88,-888.88,,,,,
5750,04/21/25 12:30:32 AM,-888.88,-888.88,,,,,
5751,04/21/25 01:30:32 AM,-888.88,-888.88,,,,,
5752,04/21/25 02:30:32 AM,-888.88,-888.88,,,,,
5753,04/21/25 03:30:32 AM,-888.88,-888.88,,,,,
5754,04/21/25 04:30:32 AM,-888.88,-888.88,,,,,
5755,04/21/25 05:30:32 AM,-888.88,-888.88,,,,,
5756,04/21/25 06:30:32 AM,-888.88,-888.88,,,,,
5757,04/21/25 07:30:32 AM,-888.88,-888.88,,,,,
5758,04/21/25 08:30:32 AM,-888.88,-888.88,,,,,
5759,04/21/25 09:30:32 AM,-888.88,-888.88,,,,,
5760,04/21/25 10:30:32 AM,-888.88,-888.88,,,,,
5761,04/21/25 11:30:32 AM,-888.88,-888.88,,,,,
5762,04/21/25 12:30:32 PM,-888.88,-888.88,,,,,
5763,04/21/25 01:30:32 PM,-888.88,-888.88,,,,,
5764,04/21/25 02:30:32 PM,-888.88,-888.88,,,,,
5765,04/21/25 03:30:32 PM,-888.88,-888.88,,,,,
5766,04/21/25 04:30:32 PM,-888.88,-888.88,,,,,
5767,04/21/25 05:30:32 PM,-888.88,-888.88,,,,,
5768,04/21/25 06:30:32 PM,-888.88,-888.88,,,,,
5769,04/21/25 07:30:32 PM,-888.88,-888.88,,,,,
5770,04/21/25 08:30:32 PM,-888.88,-888.88,,,,,
5771,04/21/25 09:30:32 PM,-888.88,-888.88,,,,,
5772,04/21/25 10:30:32 PM,-888.88,-888.88,,,,,
5773,04/21/25 11:30:32 PM,-888.88,-888.88,,,,,
5774,04/22/25 12:30:32 AM,-888.88,-888.88,,,,,
5775,04/22/25 01:30:32 AM,-888.88,-888.88,,,,,
5776,04/22/25 02:30:32 AM,-888.88,-888.88,,,,,
5777,04/22/25 03:30:32 AM,-888.88,-888.88,,,,,
5778,04/22/25 04:30:32 AM,-888.88,-888.88,,,,,
5779,04/22/25 05:30:32 AM,-888.88,-888.88,,,,,
5780,04/22/25 06:30:32 AM,-888.88,-888.88,,,,,
5781,04/22/25 07:30:32 AM,-888.88,-888.88,,,,,
5782,04/22/25 08:30:32 AM,-888.88,-888.88,,,,,
5783,04/22/25 09:30:32 AM,-888.88,-888.88,,,,,
5784,04/22/25 10:30:32 AM,-888.88,-888.88,,,,,
5785,04/22/25 11:30:32 AM,-888.88,-888.88,,,,,
5786,04/22/25 12:30:32 PM,-888.88,-888.88,,,,,
5787,04/22/25 01:30:32 PM,-888.88,-888.88,,,,,
5788,04/22/25 02:30:32 PM,-888.88,-888.88,,,,,
5789,04/22/25 03:30:32 PM,-888.88,-888.88,,,,,
5790,04/22/25 04:30:32 PM,-888.88,-888.88,,,,,
5791,04/22/25 05:30:32 PM,-888.88,-888.88,,,,,
5792,04/22/25 06:30:32 PM,-888.88,-888.88,,,,,
5793,04/22/25 07:30:32 PM,-888.88,-888.88,,,,,
5794,04/22/25 08:30:32 PM,-888.88,-888.88,,,,,
5795,04/22/25 09:30:32 PM,-888.88,-888.88,,,,,
5796,04/22/25 10:30:32 PM,-888.88,-888.88,,,,,
5797,04/22/25 11:30:32 PM,-888.88,-888.88,,,,,
5798,04/23/25 12:30:32 AM,-888.88,-888.88,,,,,
5799,04/23/25 01:30:32 AM,-888.88,-888.88,,,,,
5800,04/23/25 02:30:32 AM,-888.88,-888.88,,,,,
5801,04/23/25 03:30:32 AM,-888.88,-888.88,,,,,
5802,04/23/25 04:30:32 AM,-888.88,-888.88,,,,,
5803,04/23/25 05:30:32 AM,-888.88,-888.88,,,,,
5804,04/23/25 06:30:32 AM,-888.88,-888.88,,,,,
5805,04/23/25 07:30:32 AM,-888.88,-888.88,,,,,
5806,04/23/25 08:30:32 AM,-888.88,-888.88,,,,,
5807,04/23/25 09:30:32 AM,-888.88,-888.88,,,,,
5808,04/23/25 10:30:32 AM,-888.88,-888.88,,,,,
5809,04/23/25 11:30:32 AM,-888.88,-888.88,,,,,
5810,04/23/25 12:30:32 PM,-888.88,-888.88,,,,,
5811,04/23/25 01:30:32 PM,-888.88,-888.88,,,,,
5812,04/23/25 02:30:32 PM,-888.88,-888.88,,,,,
5813,04/23/25 03:30:32 PM,-888.88,-888.88,,,,,
5814,04/23/25 04:30:32 PM,-888.88,-888.88,,,,,
5815,04/23/25 05:30:32 PM,-888.88,-888.88,,,,,
5816,04/23/25 06:30:32 PM,-888.88,-888.88,,,,,
5817,04/23/25 07:30:32 PM,-888.88,-888.88,,,,,
5818,04/23/25 08:30:32 PM,-888.88,-888.88,,,,,
5819,04/23/25 09:30:32 PM,-888.88,-888.88,,,,,
5820,04/23/25 10:30:32 PM,-888.88,-888.88,,,,,
5821,04/23/25 11:30:32 PM,-888.88,-888.88,,,,,
