"Plot Title: 21909587"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909587, SEN S/N: 21909587)","Temp, °F (LGR S/N: 21909587, SEN S/N: 21909587)","Expired Sensor Cap (LGR S/N: 21909587)","Coupler Attached (LGR S/N: 21909587)","Host Connected (LGR S/N: 21909587)","Stopped (LGR S/N: 21909587)","End Of File (LGR S/N: 21909587)"
5992,05/01/25 07:31:45 AM,-888.88,-888.88,,,,,
5993,05/01/25 08:31:45 AM,-888.88,-888.88,,,,,
5994,05/01/25 09:31:45 AM,-888.88,-888.88,,,,,
5995,05/01/25 10:31:45 AM,-888.88,-888.88,,,,,
5996,05/01/25 11:31:45 AM,-888.88,-888.88,,,,,
5997,05/01/25 12:31:45 PM,-888.88,-888.88,,,,,
5998,05/01/25 01:31:45 PM,-888.88,-888.88,,,,,
5999,05/01/25 02:31:45 PM,-888.88,-888.88,,,,,
6000,05/01/25 03:31:45 PM,-888.88,-888.88,,,,,
6001,05/01/25 04:31:45 PM,-888.88,-888.88,,,,,
6002,05/01/25 05:31:45 PM,-888.88,-888.88,,,,,
6003,05/01/25 06:31:45 PM,-888.88,-888.88,,,,,
6004,05/01/25 07:31:45 PM,-888.88,-888.88,,,,,
6005,05/01/25 08:31:45 PM,-888.88,-888.88,,,,,
6006,05/01/25 09:31:45 PM,-888.88,-888.88,,,,,
6007,05/01/25 10:31:45 PM,-888.88,-888.88,,,,,
6008,05/01/25 11:31:45 PM,-888.88,-888.88,,,,,
6009,05/02/25 12:31:45 AM,-888.88,-888.88,,,,,
6010,05/02/25 01:31:45 AM,-888.88,-888.88,,,,,
6011,05/02/25 02:31:45 AM,-888.88,-888.88,,,,,
6012,05/02/25 03:31:45 AM,-888.88,-888.88,,,,,
6013,05/02/25 04:31:45 AM,-888.88,-888.88,,,,,
6014,05/02/25 05:31:45 AM,-888.88,-888.88,,,,,
6015,05/02/25 06:31:45 AM,-888.88,-888.88,,,,,
6016,05/02/25 07:31:45 AM,-888.88,-888.88,,,,,
6017,05/02/25 08:31:45 AM,-888.88,-888.88,,,,,
6018,05/02/25 09:31:45 AM,-888.88,-888.88,,,,,
6019,05/02/25 10:31:45 AM,-888.88,-888.88,,,,,
6020,05/02/25 11:31:45 AM,-888.88,-888.88,,,,,
6021,05/02/25 12:31:45 PM,-888.88,-888.88,,,,,
6022,05/02/25 01:31:45 PM,-888.88,-888.88,,,,,
6023,05/02/25 02:31:45 PM,-888.88,-888.88,,,,,
6024,05/02/25 03:31:45 PM,-888.88,-888.88,,,,,
6025,05/02/25 04:31:45 PM,-888.88,-888.88,,,,,
6026,05/02/25 05:31:45 PM,-888.88,-888.88,,,,,
6027,05/02/25 06:31:45 PM,-888.88,-888.88,,,,,
6028,05/02/25 07:31:45 PM,-888.88,-888.88,,,,,
6029,05/02/25 08:31:45 PM,-888.88,-888.88,,,,,
6030,05/02/25 09:31:45 PM,-888.88,-888.88,,,,,
6031,05/02/25 10:31:45 PM,-888.88,-888.88,,,,,
6032,05/02/25 11:31:45 PM,-888.88,-888.88,,,,,
6033,05/03/25 12:31:45 AM,-888.88,-888.88,,,,,
6034,05/03/25 01:31:45 AM,-888.88,-888.88,,,,,
6035,05/03/25 02:31:45 AM,-888.88,-888.88,,,,,
6036,05/03/25 03:31:45 AM,-888.88,-888.88,,,,,
6037,05/03/25 04:31:45 AM,-888.88,-888.88,,,,,
6038,05/03/25 05:31:45 AM,-888.88,-888.88,,,,,
6039,05/03/25 06:31:45 AM,-888.88,-888.88,,,,,
6040,05/03/25 07:31:45 AM,-888.88,-888.88,,,,,
6041,05/03/25 08:31:45 AM,-888.88,-888.88,,,,,
6042,05/03/25 09:31:45 AM,-888.88,-888.88,,,,,
6043,05/03/25 10:31:45 AM,-888.88,-888.88,,,,,
6044,05/03/25 11:31:45 AM,-888.88,-888.88,,,,,
6045,05/03/25 12:31:45 PM,-888.88,-888.88,,,,,
6046,05/03/25 01:31:45 PM,-888.88,-888.88,,,,,
6047,05/03/25 02:31:45 PM,-888.88,-888.88,,,,,
6048,05/03/25 03:31:45 PM,-888.88,-888.88,,,,,
6049,05/03/25 04:31:45 PM,-888.88,-888.88,,,,,
6050,05/03/25 05:31:45 PM,-888.88,-888.88,,,,,
6051,05/03/25 06:31:45 PM,-888.88,-888.88,,,,,
6052,05/03/25 07:31:45 PM,-888.88,-888.88,,,,,
6053,05/03/25 08:31:45 PM,-888.88,-888.88,,,,,
6054,05/03/25 09:31:45 PM,-888.88,-888.88,,,,,
6055,05/03/25 10:31:45 PM,-888.88,-888.88,,,,,
6056,05/03/25 11:31:45 PM,-888.88,-888.88,,,,,
6057,05/04/25 12:31:45 AM,-888.88,-888.88,,,,,
6058,05/04/25 01:31:45 AM,-888.88,-888.88,,,,,
6059,05/04/25 02:31:45 AM,-888.88,-888.88,,,,,
6060,05/04/25 03:31:45 AM,-888.88,-888.88,,,,,
6061,05/04/25 04:31:45 AM,-888.88,-888.88,,,,,
6062,05/04/25 05:31:45 AM,-888.88,-888.88,,,,,
6063,05/04/25 06:31:45 AM,-888.88,-888.88,,,,,
6064,05/04/25 07:31:45 AM,-888.88,-888.88,,,,,
6065,05/04/25 08:31:45 AM,-888.88,-888.88,,,,,
6066,05/04/25 09:31:45 AM,-888.88,-888.88,,,,,
6067,05/04/25 10:31:45 AM,-888.88,-888.88,,,,,
6068,05/04/25 11:31:45 AM,-888.88,-888.88,,,,,
6069,05/04/25 12:31:45 PM,-888.88,-888.88,,,,,
6070,05/04/25 01:31:45 PM,-888.88,-888.88,,,,,
6071,05/04/25 02:31:45 PM,-888.88,-888.88,,,,,
6072,05/04/25 03:31:45 PM,-888.88,-888.88,,,,,
6073,05/04/25 04:31:45 PM,-888.88,-888.88,,,,,
6074,05/04/25 05:31:45 PM,-888.88,-888.88,,,,,
6075,05/04/25 06:31:45 PM,-888.88,-888.88,,,,,
6076,05/04/25 07:31:45 PM,-888.88,-888.88,,,,,
6077,05/04/25 08:31:45 PM,-888.88,-888.88,,,,,
6078,05/04/25 09:31:45 PM,-888.88,-888.88,,,,,
6079,05/04/25 10:31:45 PM,-888.88,-888.88,,,,,
6080,05/04/25 11:31:45 PM,-888.88,-888.88,,,,,
6081,05/05/25 12:31:45 AM,-888.88,-888.88,,,,,
6082,05/05/25 01:31:45 AM,-888.88,-888.88,,,,,
6083,05/05/25 02:31:45 AM,-888.88,-888.88,,,,,
6084,05/05/25 03:31:45 AM,-888.88,-888.88,,,,,
6085,05/05/25 04:31:45 AM,-888.88,-888.88,,,,,
6086,05/05/25 05:31:45 AM,-888.88,-888.88,,,,,
6087,05/05/25 06:31:45 AM,-888.88,-888.88,,,,,
6088,05/05/25 07:31:45 AM,-888.88,-888.88,,,,,
6089,05/05/25 08:31:45 AM,-888.88,-888.88,,,,,
6090,05/05/25 09:31:45 AM,-888.88,-888.88,,,,,
6091,05/05/25 10:31:45 AM,-888.88,-888.88,,,,,
6092,05/05/25 11:31:45 AM,-888.88,-888.88,,,,,
6093,05/05/25 12:31:45 PM,-888.88,-888.88,,,,,
6094,05/05/25 01:31:45 PM,-888.88,-888.88,,,,,
6095,05/05/25 02:31:45 PM,-888.88,-888.88,,,,,
6096,05/05/25 03:31:45 PM,-888.88,-888.88,,,,,
6097,05/05/25 04:31:45 PM,-888.88,-888.88,,,,,
6098,05/05/25 05:31:45 PM,-888.88,-888.88,,,,,
6099,05/05/25 06:31:45 PM,-888.88,-888.88,,,,,
6100,05/05/25 07:31:45 PM,-888.88,-888.88,,,,,
6101,05/05/25 08:31:45 PM,-888.88,-888.88,,,,,
6102,05/05/25 09:31:45 PM,-888.88,-888.88,,,,,
6103,05/05/25 10:31:45 PM,-888.88,-888.88,,,,,
6104,05/05/25 11:31:45 PM,-888.88,-888.88,,,,,
6105,05/06/25 12:31:45 AM,-888.88,-888.88,,,,,
6106,05/06/25 01:31:45 AM,-888.88,-888.88,,,,,
6107,05/06/25 02:31:45 AM,-888.88,-888.88,,,,,
6108,05/06/25 03:31:45 AM,-888.88,-888.88,,,,,
6109,05/06/25 04:31:45 AM,-888.88,-888.88,,,,,
6110,05/06/25 05:31:45 AM,-888.88,-888.88,,,,,
6111,05/06/25 06:31:45 AM,-888.88,-888.88,,,,,
6112,05/06/25 07:31:45 AM,-888.88,-888.88,,,,,
6113,05/06/25 08:31:45 AM,-888.88,-888.88,,,,,
6114,05/06/25 09:31:45 AM,-888.88,-888.88,,,,,
6115,05/06/25 10:31:45 AM,-888.88,-888.88,,,,,
6116,05/06/25 11:31:45 AM,-888.88,-888.88,,,,,
6117,05/06/25 12:31:45 PM,-888.88,-888.88,,,,,
6118,05/06/25 01:31:45 PM,-888.88,-888.88,,,,,
6119,05/06/25 02:31:45 PM,-888.88,-888.88,,,,,
6120,05/06/25 03:31:45 PM,-888.88,-888.88,,,,,
6121,05/06/25 04:31:45 PM,-888.88,-888.88,,,,,
6122,05/06/25 05:31:45 PM,-888.88,-888.88,,,,,
6123,05/06/25 06:31:45 PM,-888.88,-888.88,,,,,
6124,05/06/25 07:31:45 PM,-888.88,-888.88,,,,,
6125,05/06/25 08:31:45 PM,-888.88,-888.88,,,,,
6126,05/06/25 09:31:45 PM,-888.88,-888.88,,,,,
6127,05/06/25 10:31:45 PM,-888.88,-888.88,,,,,
6128,05/06/25 11:31:45 PM,-888.88,-888.88,,,,,
6129,05/07/25 12:31:45 AM,-888.88,-888.88,,,,,
6130,05/07/25 01:31:45 AM,-888.88,-888.88,,,,,
6131,05/07/25 02:31:45 AM,-888.88,-888.88,,,,,
6132,05/07/25 03:31:45 AM,-888.88,-888.88,,,,,
6133,05/07/25 04:31:45 AM,-888.88,-888.88,,,,,
6134,05/07/25 05:31:45 AM,-888.88,-888.88,,,,,
6135,05/07/25 06:31:45 AM,-888.88,-888.88,,,,,
6136,05/07/25 07:31:45 AM,-888.88,-888.88,,,,,
6137,05/07/25 08:31:45 AM,-888.88,-888.88,,,,,
6138,05/07/25 09:31:45 AM,-888.88,-888.88,,,,,
6139,05/07/25 10:31:45 AM,-888.88,-888.88,,,,,
6140,05/07/25 11:31:45 AM,-888.88,-888.88,,,,,
6141,05/07/25 12:31:45 PM,-888.88,-888.88,,,,,
6142,05/07/25 01:31:45 PM,-888.88,-888.88,,,,,
6143,05/07/25 02:31:45 PM,-888.88,-888.88,,,,,
6144,05/07/25 03:31:45 PM,-888.88,-888.88,,,,,
6145,05/07/25 04:31:45 PM,-888.88,-888.88,,,,,
6146,05/07/25 05:31:45 PM,-888.88,-888.88,,,,,
6147,05/07/25 06:31:45 PM,-888.88,-888.88,,,,,
6148,05/07/25 07:31:45 PM,-888.88,-888.88,,,,,
6149,05/07/25 08:31:45 PM,-888.88,-888.88,,,,,
6150,05/07/25 09:31:45 PM,-888.88,-888.88,,,,,
6151,05/07/25 10:31:45 PM,-888.88,-888.88,,,,,
6152,05/07/25 11:31:45 PM,-888.88,-888.88,,,,,
6153,05/08/25 12:31:45 AM,-888.88,-888.88,,,,,
6154,05/08/25 01:31:45 AM,-888.88,-888.88,,,,,
6155,05/08/25 02:31:45 AM,-888.88,-888.88,,,,,
6156,05/08/25 03:31:45 AM,-888.88,-888.88,,,,,
6157,05/08/25 04:31:45 AM,-888.88,-888.88,,,,,
6158,05/08/25 05:31:45 AM,-888.88,-888.88,,,,,
6159,05/08/25 06:31:45 AM,-888.88,-888.88,,,,,
6160,05/08/25 07:31:45 AM,-888.88,-888.88,,,,,
6161,05/08/25 08:31:45 AM,-888.88,-888.88,,,,,
6162,05/08/25 09:31:45 AM,-888.88,-888.88,,,,,
6163,05/08/25 10:31:45 AM,-888.88,-888.88,,,,,
6164,05/08/25 11:31:45 AM,-888.88,-888.88,,,,,
6165,05/08/25 12:31:45 PM,-888.88,-888.88,,,,,
6166,05/08/25 01:31:45 PM,-888.88,-888.88,,,,,
6167,05/08/25 02:31:45 PM,-888.88,-888.88,,,,,
6168,05/08/25 03:31:45 PM,-888.88,-888.88,,,,,
6169,05/08/25 04:31:45 PM,-888.88,-888.88,,,,,
6170,05/08/25 05:31:45 PM,-888.88,-888.88,,,,,
6171,05/08/25 06:31:45 PM,-888.88,-888.88,,,,,
6172,05/08/25 07:31:45 PM,-888.88,-888.88,,,,,
6173,05/08/25 08:31:45 PM,-888.88,-888.88,,,,,
6174,05/08/25 09:31:45 PM,-888.88,-888.88,,,,,
6175,05/08/25 10:31:45 PM,-888.88,-888.88,,,,,
6176,05/08/25 11:31:45 PM,-888.88,-888.88,,,,,
6177,05/09/25 12:31:45 AM,-888.88,-888.88,,,,,
6178,05/09/25 01:31:45 AM,-888.88,-888.88,,,,,
6179,05/09/25 02:31:45 AM,-888.88,-888.88,,,,,
6180,05/09/25 03:31:45 AM,-888.88,-888.88,,,,,
6181,05/09/25 04:31:45 AM,-888.88,-888.88,,,,,
6182,05/09/25 05:31:45 AM,-888.88,-888.88,,,,,
6183,05/09/25 06:31:45 AM,-888.88,-888.88,,,,,
6184,05/09/25 07:31:45 AM,-888.88,-888.88,,,,,
6185,05/09/25 08:31:45 AM,-888.88,-888.88,,,,,
6186,05/09/25 09:31:45 AM,-888.88,-888.88,,,,,
6187,05/09/25 10:31:45 AM,-888.88,-888.88,,,,,
6188,05/09/25 11:31:45 AM,-888.88,-888.88,,,,,
6189,05/09/25 12:31:45 PM,-888.88,-888.88,,,,,
6190,05/09/25 01:31:45 PM,-888.88,-888.88,,,,,
6191,05/09/25 02:31:45 PM,-888.88,-888.88,,,,,
6192,05/09/25 03:31:45 PM,-888.88,-888.88,,,,,
6193,05/09/25 04:31:45 PM,-888.88,-888.88,,,,,
6194,05/09/25 05:31:45 PM,-888.88,-888.88,,,,,
6195,05/09/25 06:31:45 PM,-888.88,-888.88,,,,,
6196,05/09/25 07:31:45 PM,-888.88,-888.88,,,,,
6197,05/09/25 08:31:45 PM,-888.88,-888.88,,,,,
6198,05/09/25 09:31:45 PM,-888.88,-888.88,,,,,
6199,05/09/25 10:31:45 PM,-888.88,-888.88,,,,,
6200,05/09/25 11:31:45 PM,-888.88,-888.88,,,,,
6201,05/10/25 12:31:45 AM,-888.88,-888.88,,,,,
6202,05/10/25 01:31:45 AM,-888.88,-888.88,,,,,
6203,05/10/25 02:31:45 AM,-888.88,-888.88,,,,,
6204,05/10/25 03:31:45 AM,-888.88,-888.88,,,,,
6205,05/10/25 04:31:45 AM,-888.88,-888.88,,,,,
6206,05/10/25 05:31:45 AM,-888.88,-888.88,,,,,
6207,05/10/25 06:31:45 AM,-888.88,-888.88,,,,,
6208,05/10/25 07:31:45 AM,-888.88,-888.88,,,,,
6209,05/10/25 08:31:45 AM,-888.88,-888.88,,,,,
6210,05/10/25 09:31:45 AM,-888.88,-888.88,,,,,
6211,05/10/25 10:31:45 AM,-888.88,-888.88,,,,,
6212,05/10/25 11:31:45 AM,-888.88,-888.88,,,,,
6213,05/10/25 12:31:45 PM,-888.88,-888.88,,,,,
6214,05/10/25 01:31:45 PM,-888.88,-888.88,,,,,
6215,05/10/25 02:31:45 PM,-888.88,-888.88,,,,,
6216,05/10/25 03:31:45 PM,-888.88,-888.88,,,,,
6217,05/10/25 04:31:45 PM,-888.88,-888.88,,,,,
6218,05/10/25 05:31:45 PM,-888.88,-888.88,,,,,
6219,05/10/25 06:31:45 PM,-888.88,-888.88,,,,,
6220,05/10/25 07:31:45 PM,-888.88,-888.88,,,,,
6221,05/10/25 08:31:45 PM,-888.88,-888.88,,,,,
6222,05/10/25 09:31:45 PM,-888.88,-888.88,,,,,
6223,05/10/25 10:31:45 PM,-888.88,-888.88,,,,,
6224,05/10/25 11:31:45 PM,-888.88,-888.88,,,,,
6225,05/11/25 12:31:45 AM,-888.88,-888.88,,,,,
6226,05/11/25 01:31:45 AM,-888.88,-888.88,,,,,
6227,05/11/25 02:31:45 AM,-888.88,-888.88,,,,,
6228,05/11/25 03:31:45 AM,-888.88,-888.88,,,,,
6229,05/11/25 04:31:45 AM,-888.88,-888.88,,,,,
6230,05/11/25 05:31:45 AM,-888.88,-888.88,,,,,
6231,05/11/25 06:31:45 AM,-888.88,-888.88,,,,,
6232,05/11/25 07:31:45 AM,-888.88,-888.88,,,,,
6233,05/11/25 08:31:45 AM,-888.88,-888.88,,,,,
6234,05/11/25 09:31:45 AM,-888.88,-888.88,,,,,
6235,05/11/25 10:31:45 AM,-888.88,-888.88,,,,,
6236,05/11/25 11:31:45 AM,-888.88,-888.88,,,,,
6237,05/11/25 12:31:45 PM,-888.88,-888.88,,,,,
6238,05/11/25 01:31:45 PM,-888.88,-888.88,,,,,
6239,05/11/25 02:31:45 PM,-888.88,-888.88,,,,,
6240,05/11/25 03:31:45 PM,-888.88,-888.88,,,,,
6241,05/11/25 04:31:45 PM,-888.88,-888.88,,,,,
6242,05/11/25 05:31:45 PM,-888.88,-888.88,,,,,
6243,05/11/25 06:31:45 PM,-888.88,-888.88,,,,,
6244,05/11/25 07:31:45 PM,-888.88,-888.88,,,,,
6245,05/11/25 08:31:45 PM,-888.88,-888.88,,,,,
6246,05/11/25 09:31:45 PM,-888.88,-888.88,,,,,
6247,05/11/25 10:31:45 PM,-888.88,-888.88,,,,,
6248,05/11/25 11:31:45 PM,-888.88,-888.88,,,,,
6249,05/12/25 12:31:45 AM,-888.88,-888.88,,,,,
6250,05/12/25 01:31:45 AM,-888.88,-888.88,,,,,
6251,05/12/25 02:31:45 AM,-888.88,-888.88,,,,,
6252,05/12/25 03:31:45 AM,-888.88,-888.88,,,,,
6253,05/12/25 04:31:45 AM,-888.88,-888.88,,,,,
6254,05/12/25 05:31:45 AM,-888.88,-888.88,,,,,
6255,05/12/25 06:31:45 AM,-888.88,-888.88,,,,,
6256,05/12/25 07:31:45 AM,-888.88,-888.88,,,,,
6257,05/12/25 08:31:45 AM,-888.88,-888.88,,,,,
6258,05/12/25 09:31:45 AM,-888.88,-888.88,,,,,
6259,05/12/25 10:31:45 AM,-888.88,-888.88,,,,,
6260,05/12/25 11:31:45 AM,-888.88,-888.88,,,,,
6261,05/12/25 12:31:45 PM,-888.88,-888.88,,,,,
6262,05/12/25 01:31:45 PM,-888.88,-888.88,,,,,
6263,05/12/25 02:31:45 PM,-888.88,-888.88,,,,,
6264,05/12/25 03:31:45 PM,-888.88,-888.88,,,,,
6265,05/12/25 04:31:45 PM,-888.88,-888.88,,,,,
6266,05/12/25 05:31:45 PM,-888.88,-888.88,,,,,
6267,05/12/25 06:31:45 PM,-888.88,-888.88,,,,,
6268,05/12/25 07:31:45 PM,-888.88,-888.88,,,,,
6269,05/12/25 08:31:45 PM,-888.88,-888.88,,,,,
6270,05/12/25 09:31:45 PM,-888.88,-888.88,,,,,
6271,05/12/25 10:31:45 PM,-888.88,-888.88,,,,,
6272,05/12/25 11:31:45 PM,-888.88,-888.88,,,,,
6273,05/13/25 12:31:45 AM,-888.88,-888.88,,,,,
6274,05/13/25 01:31:45 AM,-888.88,-888.88,,,,,
6275,05/13/25 02:31:45 AM,-888.88,-888.88,,,,,
6276,05/13/25 03:31:45 AM,-888.88,-888.88,,,,,
6277,05/13/25 04:31:45 AM,-888.88,-888.88,,,,,
6278,05/13/25 05:31:45 AM,-888.88,-888.88,,,,,
6279,05/13/25 06:31:45 AM,-888.88,-888.88,,,,,
6280,05/13/25 07:31:45 AM,-888.88,-888.88,,,,,
6281,05/13/25 08:31:45 AM,-888.88,-888.88,,,,,
6282,05/13/25 09:31:45 AM,-888.88,-888.88,,,,,
6283,05/13/25 10:31:45 AM,-888.88,-888.88,,,,,
6284,05/13/25 11:31:45 AM,-888.88,-888.88,,,,,
6285,05/13/25 12:31:45 PM,-888.88,-888.88,,,,,
6286,05/13/25 01:31:45 PM,-888.88,-888.88,,,,,
6287,05/13/25 02:31:45 PM,-888.88,-888.88,,,,,
6288,05/13/25 03:31:45 PM,-888.88,-888.88,,,,,
6289,05/13/25 04:31:45 PM,-888.88,-888.88,,,,,
6290,05/13/25 05:31:45 PM,-888.88,-888.88,,,,,
6291,05/13/25 06:31:45 PM,-888.88,-888.88,,,,,
6292,05/13/25 07:31:45 PM,-888.88,-888.88,,,,,
6293,05/13/25 08:31:45 PM,-888.88,-888.88,,,,,
6294,05/13/25 09:31:45 PM,-888.88,-888.88,,,,,
6295,05/13/25 10:31:45 PM,-888.88,-888.88,,,,,
6296,05/13/25 11:31:45 PM,-888.88,-888.88,,,,,
6297,05/14/25 12:31:45 AM,-888.88,-888.88,,,,,
6298,05/14/25 01:31:45 AM,-888.88,-888.88,,,,,
6299,05/14/25 02:31:45 AM,-888.88,-888.88,,,,,
6300,05/14/25 03:31:45 AM,-888.88,-888.88,,,,,
6301,05/14/25 04:31:45 AM,-888.88,-888.88,,,,,
6302,05/14/25 05:31:45 AM,-888.88,-888.88,,,,,
6303,05/14/25 06:31:45 AM,-888.88,-888.88,,,,,
6304,05/14/25 07:31:45 AM,-888.88,-888.88,,,,,
6305,05/14/25 08:31:45 AM,-888.88,-888.88,,,,,
6306,05/14/25 09:31:45 AM,-888.88,-888.88,,,,,
6307,05/14/25 10:31:45 AM,-888.88,-888.88,,,,,
6308,05/14/25 11:31:45 AM,-888.88,-888.88,,,,,
6309,05/14/25 12:31:45 PM,-888.88,-888.88,,,,,
6310,05/14/25 01:31:45 PM,-888.88,-888.88,,,,,
6311,05/14/25 02:31:45 PM,-888.88,-888.88,,,,,
6312,05/14/25 03:31:45 PM,-888.88,-888.88,,,,,
6313,05/14/25 04:31:45 PM,-888.88,-888.88,,,,,
6314,05/14/25 05:31:45 PM,-888.88,-888.88,,,,,
6315,05/14/25 06:31:45 PM,-888.88,-888.88,,,,,
6316,05/14/25 07:31:45 PM,-888.88,-888.88,,,,,
6317,05/14/25 08:31:45 PM,-888.88,-888.88,,,,,
6318,05/14/25 09:31:45 PM,-888.88,-888.88,,,,,
6319,05/14/25 10:31:45 PM,-888.88,-888.88,,,,,
6320,05/14/25 11:31:45 PM,-888.88,-888.88,,,,,
6321,05/15/25 12:31:45 AM,-888.88,-888.88,,,,,
6322,05/15/25 01:31:45 AM,-888.88,-888.88,,,,,
6323,05/15/25 02:31:45 AM,-888.88,-888.88,,,,,
6324,05/15/25 03:31:45 AM,-888.88,-888.88,,,,,
6325,05/15/25 04:31:45 AM,-888.88,-888.88,,,,,
6326,05/15/25 05:31:45 AM,-888.88,-888.88,,,,,
6327,05/15/25 06:31:45 AM,-888.88,-888.88,,,,,
6328,05/15/25 07:31:45 AM,-888.88,-888.88,,,,,
6329,05/15/25 08:31:45 AM,-888.88,-888.88,,,,,
6330,05/15/25 09:31:45 AM,-888.88,-888.88,,,,,
6331,05/15/25 10:31:45 AM,-888.88,-888.88,,,,,
6332,05/15/25 11:31:45 AM,-888.88,-888.88,,,,,
6333,05/15/25 12:31:45 PM,-888.88,-888.88,,,,,
6334,05/15/25 01:31:45 PM,-888.88,-888.88,,,,,
6335,05/15/25 02:31:45 PM,-888.88,-888.88,,,,,
6336,05/15/25 03:31:45 PM,-888.88,-888.88,,,,,
6337,05/15/25 04:31:45 PM,-888.88,-888.88,,,,,
6338,05/15/25 05:31:45 PM,-888.88,-888.88,,,,,
6339,05/15/25 06:31:45 PM,-888.88,-888.88,,,,,
6340,05/15/25 07:31:45 PM,-888.88,-888.88,,,,,
6341,05/15/25 08:31:45 PM,-888.88,-888.88,,,,,
6342,05/15/25 09:31:45 PM,-888.88,-888.88,,,,,
6343,05/15/25 10:31:45 PM,-888.88,-888.88,,,,,
6344,05/15/25 11:31:45 PM,-888.88,-888.88,,,,,
6345,05/16/25 12:31:45 AM,-888.88,-888.88,,,,,
6346,05/16/25 01:31:45 AM,-888.88,-888.88,,,,,
6347,05/16/25 02:31:45 AM,-888.88,-888.88,,,,,
6348,05/16/25 03:31:45 AM,-888.88,-888.88,,,,,
6349,05/16/25 04:31:45 AM,-888.88,-888.88,,,,,
6350,05/16/25 05:31:45 AM,-888.88,-888.88,,,,,
6351,05/16/25 06:31:45 AM,-888.88,-888.88,,,,,
6352,05/16/25 07:31:45 AM,-888.88,-888.88,,,,,
6353,05/16/25 08:31:45 AM,-888.88,-888.88,,,,,
6354,05/16/25 09:31:45 AM,-888.88,-888.88,,,,,
6355,05/16/25 10:31:45 AM,-888.88,-888.88,,,,,
6356,05/16/25 11:31:45 AM,-888.88,-888.88,,,,,
6357,05/16/25 12:31:45 PM,-888.88,-888.88,,,,,
6358,05/16/25 01:31:45 PM,-888.88,-888.88,,,,,
6359,05/16/25 02:31:45 PM,-888.88,-888.88,,,,,
6360,05/16/25 03:31:45 PM,-888.88,-888.88,,,,,
6361,05/16/25 04:31:45 PM,-888.88,-888.88,,,,,
6362,05/16/25 05:31:45 PM,-888.88,-888.88,,,,,
6363,05/16/25 06:31:45 PM,-888.88,-888.88,,,,,
6364,05/16/25 07:31:45 PM,-888.88,-888.88,,,,,
6365,05/16/25 08:31:45 PM,-888.88,-888.88,,,,,
6366,05/16/25 09:31:45 PM,-888.88,-888.88,,,,,
6367,05/16/25 10:31:45 PM,-888.88,-888.88,,,,,
6368,05/16/25 11:31:45 PM,-888.88,-888.88,,,,,
6369,05/17/25 12:31:45 AM,-888.88,-888.88,,,,,
6370,05/17/25 01:31:45 AM,-888.88,-888.88,,,,,
6371,05/17/25 02:31:45 AM,-888.88,-888.88,,,,,
6372,05/17/25 03:31:45 AM,-888.88,-888.88,,,,,
6373,05/17/25 04:31:45 AM,-888.88,-888.88,,,,,
6374,05/17/25 05:31:45 AM,-888.88,-888.88,,,,,
6375,05/17/25 06:31:45 AM,-888.88,-888.88,,,,,
6376,05/17/25 07:31:45 AM,-888.88,-888.88,,,,,
6377,05/17/25 08:31:45 AM,-888.88,-888.88,,,,,
6378,05/17/25 09:31:45 AM,-888.88,-888.88,,,,,
6379,05/17/25 10:31:45 AM,-888.88,-888.88,,,,,
6380,05/17/25 11:31:45 AM,-888.88,-888.88,,,,,
6381,05/17/25 12:31:45 PM,-888.88,-888.88,,,,,
6382,05/17/25 01:31:45 PM,-888.88,-888.88,,,,,
6383,05/17/25 02:31:45 PM,-888.88,-888.88,,,,,
6384,05/17/25 03:31:45 PM,-888.88,-888.88,,,,,
6385,05/17/25 04:31:45 PM,-888.88,-888.88,,,,,
6386,05/17/25 05:31:45 PM,-888.88,-888.88,,,,,
6387,05/17/25 06:31:45 PM,-888.88,-888.88,,,,,
6388,05/17/25 07:31:45 PM,-888.88,-888.88,,,,,
6389,05/17/25 08:31:45 PM,-888.88,-888.88,,,,,
6390,05/17/25 09:31:45 PM,-888.88,-888.88,,,,,
6391,05/17/25 10:31:45 PM,-888.88,-888.88,,,,,
6392,05/17/25 11:31:45 PM,-888.88,-888.88,,,,,
6393,05/18/25 12:31:45 AM,-888.88,-888.88,,,,,
6394,05/18/25 01:31:45 AM,-888.88,-888.88,,,,,
6395,05/18/25 02:31:45 AM,-888.88,-888.88,,,,,
6396,05/18/25 03:31:45 AM,-888.88,-888.88,,,,,
6397,05/18/25 04:31:45 AM,-888.88,-888.88,,,,,
6398,05/18/25 05:31:45 AM,-888.88,-888.88,,,,,
6399,05/18/25 06:31:45 AM,-888.88,-888.88,,,,,
6400,05/18/25 07:31:45 AM,-888.88,-888.88,,,,,
6401,05/18/25 08:31:45 AM,-888.88,-888.88,,,,,
6402,05/18/25 09:31:45 AM,-888.88,-888.88,,,,,
6403,05/18/25 10:31:45 AM,-888.88,-888.88,,,,,
6404,05/18/25 11:31:45 AM,-888.88,-888.88,,,,,
6405,05/18/25 12:31:45 PM,-888.88,-888.88,,,,,
6406,05/18/25 01:31:45 PM,-888.88,-888.88,,,,,
6407,05/18/25 02:31:45 PM,-888.88,-888.88,,,,,
6408,05/18/25 03:31:45 PM,-888.88,-888.88,,,,,
6409,05/18/25 04:31:45 PM,-888.88,-888.88,,,,,
